location,year,average yearly temperature,growing degree days,extreme degree days,heating degree days,cooling degree days,total yearly precipitation,total harvesting precipitation,total planting precipitation,total growing season precipitation
Bouldin Island,2011,15.400497311108833,2464.601522827138,0.0,1444.7426821777262,374.2697007324239,484.0310038998723,77.96925865113735,261.9027551263571,339.87201377749443
Bouldin Island,2012,16.205792769968937,2726.2299011230343,0.0,1223.6745412597609,445.00689506836164,602.1653795614839,149.4779996573925,168.26264467090368,317.7406443282962
Bouldin Island,2013,16.25703425995301,2812.3386962890486,0.0,1272.5270812499946,514.6900861328148,141.60880539566278,38.45940157771112,62.89276480674744,101.35216638445856
Bouldin Island,2014,17.64341539356818,3233.253610229477,0.0,902.3766146972625,650.568733349612,512.5410854816437,70.18009386956692,99.92948640137911,170.10958027094603
Bouldin Island,2015,16.985541105923698,3018.1242004394403,0.0,1082.003367041012,590.0713707031276,293.16961392760277,80.84631152451038,44.53703574836254,125.38334727287292
Bouldin Island,2016,16.848991168913408,2914.103686523423,0.0,1032.414044140621,489.157011962893,644.4711070507765,132.5466251000762,220.66270653158426,353.20933163166046
Bouldin Island,2017,16.997677570499896,2956.167932128893,0.015309673988656259,1132.9315268066366,645.4293400390648,746.9720374792814,63.50878067314624,132.0104235783219,195.51920425146815
Bouldin Island,2018,16.70619849636141,2861.4165496826035,0.0,1102.6543670898398,508.76231826172113,430.3825590759516,87.22923044115305,186.86183542013168,274.09106586128473
Bouldin Island,2019,16.770774109722925,2866.8383453369015,0.0043312051851456725,1198.1706418945262,627.8486919433617,791.0522595047951,28.884424827992916,195.76946180313826,224.65388663113117
Bouldin Island,2020,16.491982792559707,1457.7486541748053,0.0007792048429320562,660.2821839843731,308.5905973632825,106.5410990267992,0.0,77.23264023661613,77.23264023661613
Humphrey,2011,18.30527496889327,3636.9895390920374,0.18455393483675733,1518.5470557115996,1508.317919357648,1143.0514927448335,346.32022727334595,511.1501442046102,857.4703714779562
Humphrey,2012,19.036801117934317,3723.757153757745,0.09153205755136627,1194.2305136740763,1451.7119228380436,922.4776772084242,326.8292156982129,332.99859175250583,659.8278074507188
Humphrey,2013,16.6763854853241,3088.9489184171825,0.004120792177816123,1779.12858216927,1174.3547843125705,1328.24399720443,393.08510229609215,517.8402435440253,910.9253458401174
Humphrey,2014,16.09146018453084,3009.6257463761967,0.0,1879.6948243842367,1061.4232917379918,1183.5852654536839,259.8001490008171,712.7744885066064,972.5746375074235
Humphrey,2015,17.721650054202758,3452.8713045354916,0.029325728891905187,1523.970792799281,1300.718562583294,1413.443719732116,460.168927009456,612.0138656248776,1072.1827926343337
Humphrey,2016,18.581277773511893,3656.938917191888,0.0513702466424361,1315.134957403673,1405.8948225090303,1193.473736709931,259.6910166881158,625.0001231666173,884.6911398547331
Humphrey,2017,18.19909210378225,3466.4876517942294,0.0006361431678770891,1241.0693882527419,1192.0835061332614,1443.6781921820218,391.7317894914887,648.5770538795637,1040.3088433710525
Humphrey,2018,17.432283163419946,3363.599245251267,0.011617744580940805,1701.0161453992332,1372.1450000475163,1732.5302815258892,524.5081021583538,586.1590872585356,1110.6671894168894
Humphrey,2019,17.659805786852232,3331.5026128060567,0.0039823290439597895,1587.9053617710483,1342.0799739721156,1565.5746783008158,362.06691681933717,806.8081930254837,1168.8751098448206
Humphrey,2020,16.427523442713262,1497.895572345695,0.0,821.9012867589738,457.89796431720686,855.1336843875932,0.0,540.9932092694996,540.9932092694996
Colby,2011,11.151209413380318,2098.9063929579615,0.002548377231485026,3277.5751881545707,656.1121240383912,566.6513942845709,177.9687576955845,322.38082232263196,500.3495800182165
Colby,2012,13.40791483472524,2480.558818122172,0.03786734311118055,2630.4909141125036,827.7999436219465,313.811714527433,89.13808012140422,166.41250880579986,255.55058892720405
Colby,2013,11.011160145214113,2121.2061315697865,0.009316040452142443,3351.4840876732133,678.903040676372,464.2486370448187,172.41099370618628,248.76319813655607,421.1741918427424
Colby,2014,10.820640571770179,2035.708250914104,0.0,3272.183139485862,530.0624481819802,485.4667277993682,156.47734168875402,256.86977099543435,413.34711268418835
Colby,2015,12.575527489710039,2275.729414991198,0.0,2768.7633831141516,667.1764168583234,618.7095942083579,228.07359459223636,360.2136423194356,588.287236911672
Colby,2016,12.587280662971631,2217.6267076048844,0.0,2694.300215163136,591.2571378107589,614.0300149918218,144.1581120490771,408.34636210223346,552.5044741513105
Colby,2017,12.331308552441554,2173.5463065944473,0.0,2796.2119643751475,605.4850860163195,666.0021059967139,267.1926423993501,360.20459695518645,627.3972393545365
Colby,2018,11.317502407288488,2101.2233281343256,0.0015454902391134145,3236.359130098652,675.5930087589559,662.2363095447256,239.7130210188574,330.35676278761866,570.0697838064762
Colby,2019,11.210696179865527,2082.496232619581,0.002029516240334823,3244.2645472925674,644.5141529434862,627.9207033492805,164.75587174519464,406.4940356413963,571.2499073865908
Colby,2020,11.158453283835232,1004.4862387851762,6.908117352252641e-05,1691.4288881285204,321.0331653410512,190.14054843303765,0.0,160.7619788349663,160.7619788349663
Williams,2011,9.272795186488434,1776.0977898519318,0.0035308961879262097,3819.045890132274,511.96163320055047,864.7563249040666,150.58134402433944,585.1641894395193,735.7455334638587
Williams,2012,11.282837522100893,2100.2767395465544,0.004072867530147745,3207.2040867782616,626.7348198671922,702.0367278232815,235.64883476765124,358.8902140228442,594.5390487904955
Williams,2013,7.952763689670677,1751.429977955971,0.0,4264.210636983458,475.3148837132611,997.861708035035,182.1806993317267,725.3930440665508,907.5737433982775
Williams,2014,7.303166742540102,1571.334600741678,0.0,4338.188370967258,312.189731994397,1036.441041156498,309.68225021275833,620.9873868656547,930.669637078413
Williams,2015,9.857982935953043,1843.0829420179427,0.0,3527.190119115746,433.69939073860945,1071.6252422044781,401.0202914290239,479.00709716965537,880.0273885986792
Williams,2016,10.392853459933098,1980.4633647744765,0.0,3417.865426628645,511.6619929641596,1113.5685312611422,505.31042951864316,497.83614031041617,1003.1465698290592
Williams,2017,10.27654079795592,1858.4069539348002,0.0,3415.308131948002,474.5910232019165,880.7123521162395,290.98440573733717,460.9942269040203,751.9786326413575
Williams,2018,8.555439341497149,1829.8475441193154,0.0,4114.570833680926,545.6516933273903,1392.9347722419056,574.9288929166474,662.510937008146,1237.4398299247937
Williams,2019,8.419985319605969,1782.7058146639306,4.7641588897844585e-05,4095.1048802185646,476.74502187474747,1229.7211229709449,501.35144768915984,578.6323047503608,1079.9837524395207
Williams,2020,7.758253013906942,805.841202108614,0.0,2256.043443265105,236.2094689213336,418.5451044893175,0.0,355.0110102465095,355.0110102465095
Glenn,2011,17.703095960211172,5137.080099450435,0.06140225360247421,1379.3721860514975,1149.3477115285762,501.53496530600637,79.4156283228448,290.28004246011307,369.6956707829579
Glenn,2012,18.732643705266174,5493.390485934906,0.14038215579765798,1224.9868179941518,1371.1466141215747,727.3739018129907,186.6900877046893,217.940328772996,404.63041647768534
Glenn,2013,18.81426667396758,5580.698113412117,0.22626807270248034,1212.8878804807196,1388.4407164788913,142.65269349888996,39.045855889152996,72.29195102290309,111.3378069120561
Glenn,2014,20.001066621553484,5924.438162368168,0.14686111692917178,902.4699744865735,1511.2047913535985,608.4311791272821,113.0868960315278,131.24929041536424,244.33618644689201
Glenn,2015,19.20172340025,5665.810725571726,0.09105144734171346,1026.7269979423272,1343.701539033576,297.03142567122393,62.10064510363779,42.78341792348363,104.88406302712141
Glenn,2016,19.046606956790935,5579.743768954094,0.16872620142760297,1084.768519413377,1345.8388655988626,730.8596274087984,175.05753858061183,219.46580835218532,394.52334693279715
Glenn,2017,19.044381265391035,5571.360855198162,0.30978251648812405,1175.9773536743405,1435.5220155420657,696.0146798596634,81.45742132919919,139.16068540410345,220.61810673330262
Glenn,2018,19.502929285313872,5716.292449587515,0.2906485849887883,1066.6204539608905,1493.535143100456,444.6214619394065,102.24477980736887,180.08848280935345,282.3332626167223
Glenn,2019,18.536757191542247,5357.434755232305,0.12481340413008005,1216.5472319519167,1290.8091068648382,930.9764254190543,33.85456248310373,284.4807414196356,318.33530390273927
Glenn,2020,18.25502807809135,2784.0712602119124,0.1597665194136019,606.6011168572996,591.6511797727461,142.45210633623242,0.0,91.51014553339586,91.51014553339586
Humnoke,2011,18.14816006575345,5322.973736400013,0.176439824383565,1551.5989022999931,1484.022826300006,1172.2700222421,355.87128372079997,532.5934268875001,888.4647106082999
Humnoke,2012,18.8767258087432,5514.743122150014,0.08730295054644999,1229.2684603999944,1428.1623064000057,913.8204495604,321.1419753819,335.2396755445,656.3816509264
Humnoke,2013,16.544156038630156,4689.288506850006,0.00493555534246583,1817.140873299994,1164.1033274000054,1285.0446135830002,361.79913762219996,506.05508577930004,867.8542234015001
Humnoke,2014,15.974569460000023,4600.330148400012,0.0,1914.0911947999925,1053.154547700005,1145.5839902778,250.65046076469997,684.3826336279001,935.0330943925999
Humnoke,2015,17.60155280219181,5126.028683300012,0.02775369068493263,1552.4431554999926,1285.355428300006,1433.9147147928998,480.60739844430003,613.2839058121001,1093.8913042564
Humnoke,2016,18.43462229453554,5376.635399550011,0.052944940437160484,1347.6967975999942,1384.7807574000049,1186.5848558259,260.8384714383,625.4190370455,886.2575084837999
Humnoke,2017,18.05143810136987,5242.1881858000115,0.0004417161643836501,1274.7130864999945,1171.833493500005,1439.3330718315,384.6372164536,678.5550828329001,1063.1922992865002
Humnoke,2018,17.29699328712329,5015.100506200014,0.014033824383562186,1740.248997199992,1361.9970470000048,1720.0617091693,541.5973407173,563.938030613,1105.5353713303
Humnoke,2019,17.514520765205518,4993.2468067500095,0.003932070410959004,1625.418204499994,1326.5637838000052,1541.2072335753,340.1852992195,810.4794721557,1150.6647713752
Humnoke,2020,16.258258583769653,2379.1765917500074,0.0,847.0595079999961,450.72659750000105,855.3529372553,0.0,559.7351682374999,559.7351682374999
Villa Grove,2011,12.627447091716663,2262.1204620361245,0.010384354264769075,2835.966609374977,753.3302978515644,1069.8012011125684,338.61193899065256,512.4082015827298,851.0201405733824
Villa Grove,2012,13.798584801512428,2434.197381591788,0.03209755485826568,2480.3142399413878,820.6084772949241,809.3474116176367,348.3672300353646,256.09983690083027,604.4670669361949
Villa Grove,2013,11.172922212783604,2055.439062499995,0.0,3195.9187449706824,582.3808526367209,967.5216749310493,190.92770107090476,519.7592116892338,710.6869127601385
Villa Grove,2014,10.127877598592642,1886.6660552978483,0.0,3482.5725792480234,487.5934027343768,1087.4117631465197,383.64408630877733,510.0043350830674,893.6484213918447
Villa Grove,2015,12.345733558968353,2209.9593231201093,0.0,2819.420936279277,633.9591853027365,1113.2307713851333,281.3570564612746,580.2461430430412,861.6031995043159
Villa Grove,2016,13.098058214865159,2384.4451446533117,0.0,2663.6444676757637,747.5459743164085,1004.1346177458763,333.1462796777487,542.9532462731004,876.099525950849
Villa Grove,2017,13.21573306567056,2322.7850860595627,0.0008710302065497198,2575.434603686506,707.5226726562523,1032.4018048122525,324.1042299196124,556.6527601331472,880.7569900527596
Villa Grove,2018,12.025243847990744,2308.96381530761,0.0,3134.2541404052567,831.8136449218773,1397.888831794262,560.2892292663455,524.8205242678523,1085.1097535341978
Villa Grove,2019,11.833229044039001,2168.1393646240167,0.0,3072.0677258300575,699.541826904299,1188.2630018517375,400.51622316241264,588.2479511201382,988.7641742825508
Villa Grove,2020,10.690549169410586,907.166766357424,0.0,1754.7378095703027,294.9724009277353,630.2406899631023,0.0,409.5289446413517,409.5289446413517
Durham,2011,17.335212885880132,4988.2563023776265,0.04942258983589999,1467.5763854124943,1103.2745887587434,585.7694124109801,82.48922989199693,327.65483681542435,410.1440667074213
Durham,2012,18.37370333700605,5332.764705308056,0.10842824083889437,1294.6830728079444,1309.4706941521654,941.8043713062748,233.82424560574987,295.36277870716157,529.1870243129114
Durham,2013,18.320476262692814,5395.345032724486,0.174922943966188,1305.461969599575,1300.7813054824503,182.39515906002362,47.079280805935966,101.83949567632115,148.9187764822571
Durham,2014,19.48570308740083,5721.208517712634,0.0986624771948915,982.5441436622292,1403.1712705635282,697.9422217421281,132.16106921358204,154.70549961256347,286.86656882614557
Durham,2015,18.841286417166828,5519.362346325519,0.07950315294144823,1094.2515893429952,1279.6666316088874,365.5378309116011,68.4857623609878,46.195088719273315,114.6808510802611
Durham,2016,18.67159853384906,5417.795034007352,0.13173482805552267,1146.97920283303,1270.796466221788,973.0230125483363,232.0085062473154,295.31150985811894,527.3200161054343
Durham,2017,18.686596101602554,5430.818298133747,0.29137556003963155,1249.820612531692,1378.773689616625,966.308316951721,138.5982845154249,205.3907864957336,343.9890710111585
Durham,2018,18.996275438125426,5520.902130081353,0.2205135620961805,1134.2375537304372,1376.2235886462252,582.8067680899867,122.49523097448896,254.76669492501264,377.2619258995016
Durham,2019,18.274316772187625,5252.073049834372,0.11206900649287851,1264.5408639346326,1243.0119857831291,1103.3138355689857,41.3099436899393,325.2232676604375,366.5332113503768
Durham,2020,17.775556737750648,2685.0490996510575,0.12664183779670027,652.9797831916327,546.4508201020045,194.04148779950913,0.0,125.96493157816985,125.96493157816985
Keyes,2011,14.066606127248043,2704.093677606247,0.01495607638202066,2553.1184467866483,995.7751832321964,239.8879806130832,97.93035763434935,66.6383030688806,164.56866070322994
Keyes,2012,14.901665574470021,2719.6555989107887,0.027243542771542655,2161.1155358065926,905.137336062623,323.0040702897811,141.490423362272,144.51991993572642,286.0103432979985
Keyes,2013,13.35543374687184,2462.0953201736024,0.01308268412337891,2671.6065484141573,854.6853660223887,321.52178467199906,186.89137278521008,96.63218542091863,283.5235582061287
Keyes,2014,13.061566035222327,2441.054711527288,0.0014318266713184817,2632.9772521448167,708.7943550009699,330.98532599825614,101.93126683138122,192.60195637807996,294.53322320946114
Keyes,2015,13.975139860692451,2536.7070264797694,0.0,2327.651891843205,736.923440995953,749.1812137047607,268.6622059944448,387.69714847635794,656.3593544708028
Keyes,2016,14.605155906951682,2635.5628488197767,0.014048497222557858,2172.9154778062248,808.4147397505428,383.84878656912076,97.50124824476224,252.58292924288517,350.0841774876474
Keyes,2017,14.231234750021178,2551.5022335659987,0.0006454418990061914,2205.8552502769794,708.6014340347177,555.1551476330383,191.99918741949665,314.5075680772807,506.5067554967774
Keyes,2018,13.81217077104511,2566.992219421458,0.004383127783016758,2545.1173015961576,894.9051330276254,374.3670391891444,181.6820325703001,145.33485207256203,327.0168846428621
Keyes,2019,13.3282051462423,2424.834852583627,0.006433904448143686,2641.35596899283,814.496347371274,359.9588958239138,71.8038339437515,234.62955369470433,306.4333876384558
Keyes,2020,13.134211347026955,1173.120746510598,0.014943428498942967,1368.3890317372068,375.36309901935596,108.26900535811939,0.0,76.73864322767834,76.73864322767834
Tolono,2011,12.503565524472624,2239.125985692131,0.009004656143616065,2869.195668053729,741.3425844862379,1051.4033763242337,323.5916920495906,515.1962915151848,838.7879835647753
Tolono,2012,13.713737714080581,2418.5909173251803,0.02944215646210761,2502.9969379230192,812.2371412765194,815.0080209388545,361.98694473187993,254.3938737764897,616.3808185083697
Tolono,2013,11.08655412356976,2044.110052623869,0.0,3225.258295647019,580.1960507499799,961.5502589152446,190.5301755149842,523.6510450093203,714.1812205243045
Tolono,2014,10.0302855291094,1872.234736749741,0.0,3510.1891302224612,479.58884834739786,1085.131378001045,381.1417540166435,515.6570109172078,896.7987649338513
Tolono,2015,12.285294326998399,2205.995102476238,0.0,2841.2000143013743,633.6779436557973,1108.532076335366,282.45463135892686,576.9496240739577,859.4042554328845
Tolono,2016,13.032655032131254,2375.352586185248,0.0,2681.9701587245904,741.9341004846334,984.4206190347625,323.56051740184955,536.0449923105527,859.6055097124024
Tolono,2017,13.118412974224823,2304.7975690238895,6.535313280077217e-05,2601.165314483174,697.7315500752344,1064.5068528120137,345.2785163507398,565.8109338789249,911.0894502296646
Tolono,2018,11.92607981663145,2296.801125783842,0.0,3161.7753892071255,823.1400222776114,1363.6736926455583,534.8037320953673,518.9204624525913,1053.7241945479586
Tolono,2019,11.72356735996371,2153.4875728366337,0.0,3103.8722376402743,691.3198240270298,1179.0874891505266,398.29830083688466,587.1286248196953,985.42692565658
Tolono,2020,10.58971842077885,902.1775890493795,0.0,1772.953298166105,293.9292165348651,622.5192043597041,0.0,415.6884355640558,415.6884355640558
Perryton,2011,15.148921919634695,3040.633847613486,0.16871580660433175,2430.2335765367557,1267.9355772034194,250.04745019643107,99.1510837644438,70.23516944230389,169.38625320674768
Perryton,2012,15.917718266891832,3027.3819075071115,0.09105095554141121,1996.7681473357807,1112.6652330181928,328.51742935622394,108.58169984046259,141.1311656599838,249.71286550044636
Perryton,2013,13.966143801852382,2678.460630156832,0.023781868969939172,2587.9194088631343,993.9073965392574,452.3511817735857,179.76557624675758,185.71539820562276,365.4809744523803
Perryton,2014,14.068141237308414,2778.9974570842255,0.01176694069066663,2499.76498525562,942.9820368731966,352.3047641719635,97.94385701445671,215.1508520954504,313.09470910990717
Perryton,2015,14.667283940661056,2751.6606216619957,0.00040720480858128714,2218.6069862021186,880.511124543408,814.5233779721788,248.78155518527376,457.7599640023706,706.5415191876443
Perryton,2016,15.474946399801093,2953.487989107323,0.029886438343358215,2053.600677090686,1007.4432594178882,351.40763201653925,103.49152343710402,210.7938431869934,314.28536662409743
Perryton,2017,14.897569311438007,2751.3924254782314,0.012266620243346653,2099.531333118666,845.4896317935386,600.1699135290673,162.7382106779199,383.0671537207245,545.8053643986443
Perryton,2018,14.548318200477278,2811.3255882558456,0.010427011444045562,2450.8156255641807,1069.2972687383883,456.8286552517129,231.245668339408,180.65053700979516,411.89620534920317
Perryton,2019,13.895217982487983,2608.321571101139,0.012135592425040215,2565.4671347247977,945.5671983329207,569.9272314138682,111.84634445357527,389.50991438153244,501.3562588351077
Perryton,2020,13.248141997019578,1219.6257001041267,0.014076813881263526,1361.446617908239,390.1814393389809,160.1153641961035,0.0,113.65029302272725,113.65029302272725
Morris,2011,6.683135870620063,1586.5944656051652,0.0,4646.231153803116,393.9212465794432,674.461807071295,106.97680144613085,489.9503795662185,596.9271810123494
Morris,2012,8.857912821987204,1754.2710822802119,0.0,3932.633301935106,464.6415947824266,713.2222657249804,99.99213621851572,522.3621843458188,622.3543205643346
Morris,2013,5.141859087937898,1547.7014668798627,0.0,5184.732682282991,369.8567493803295,786.9929576122901,258.4133748752505,426.76596718371536,685.1793420589659
Morris,2014,5.1275042294360995,1398.4136381666212,0.0,5070.969209700632,250.85375344481363,725.4096016967799,184.08923145759354,475.54160828703664,659.6308397446303
Morris,2015,8.370041036875284,1674.7356183209765,0.0,4016.4775799971258,379.8880584566095,723.1371463241162,266.87528316159495,392.31055093792867,659.1858340995236
Morris,2016,8.536642403247548,1699.003238838959,0.0,3956.723211179737,371.14653076834264,872.1745317746577,352.0373164623673,445.27746159705305,797.3147780594203
Morris,2017,7.564172439686568,1498.8718820228548,0.0,4214.0976312113535,283.3660716969518,817.6198208516753,380.25399105758765,383.1914891901873,763.4454802477749
Morris,2018,6.4130831987563734,1633.7582307151692,0.0,4776.554707567636,425.6755751137104,785.2052249825792,282.7004362359819,416.72318037632516,699.4236166123071
Morris,2019,5.125422600589705,1398.769381159642,0.0,5100.3306264826915,279.4553756979384,967.6241617271695,365.5302144332285,485.09377032733823,850.6239847605667
Morris,2020,4.793169117389041,680.6418581547772,0.0,2768.3221446800285,182.15714610133892,284.2856724889146,0.0,252.134259089012,252.134259089012
Mead,2011,10.613950001458512,2083.8087486495606,0.01564050443742914,3485.8106984336696,668.247948966031,855.9115209500792,221.71250497477817,541.1306935138849,762.8431984886631
Mead,2012,12.996241078040745,2533.49385210208,0.04509217331088302,2832.730772172383,879.3672067352983,668.4234383291653,163.48934902525514,380.1112468464223,543.6005958716775
Mead,2013,9.931641146323058,2019.9460666132784,0.0,3697.613714806738,631.0082332146536,785.8275732627635,189.9825534157935,548.2881893160193,738.2707427318128
Mead,2014,9.999335654589334,1998.5922604069542,0.0,3578.5252797363305,536.6282936614384,887.9876949090897,334.40392265964357,472.48992252621827,806.8938451858619
Mead,2015,11.59590007475183,2163.9462042157147,0.0,3050.2521030461307,591.101130330554,1123.0990902968933,445.8725501769812,534.2037078812227,980.0762580582038
Mead,2016,12.281167935002793,2329.2331045878623,0.002218907857946109,2913.400499433622,698.3201636446541,1035.9765734234707,344.98225444162364,584.4664864764468,929.4487409180704
Mead,2017,11.936652975983183,2204.2373090321385,0.005654813386266683,3022.6782654812223,687.9021017150842,775.7515233691629,277.9866261544791,412.5211632341943,690.5077893886735
Mead,2018,10.326246151045824,2142.012743640051,0.005898773385151364,3687.3539748955104,764.7793200272382,1105.176577869886,419.23108501737397,521.0581762069966,940.2892612243706
Mead,2019,10.24941721777778,2079.109816869766,0.011715647194924052,3632.2909631230054,681.6737476119026,1116.7675428137295,472.79151050371036,532.9498704652158,1005.7413809689263
Mead,2020,9.85410605241672,945.4777054234994,0.0008980632751587895,1929.148273750564,309.62222976216026,388.5213817829076,0.0,341.5341707061304,341.5341707061304
Prairie View,2011,21.749903590062097,4651.7911510604945,0.3487250225686556,857.2651591101464,2104.325469482818,562.8275467276884,139.66313050747883,159.47672717655203,299.13985768403086
Prairie View,2012,21.76510804387959,4606.362775077095,0.09261402897317879,586.4277475373437,1842.4694915972766,1005.3528026390818,207.40561243823848,506.5618834281007,713.9674958663393
Prairie View,2013,20.448299804702586,4196.498226811556,0.10545051764606002,937.7701389381817,1709.7450676546384,878.0620171170337,397.17158614292606,218.2011985150014,615.3727846579275
Prairie View,2014,19.95357518914976,4048.6449057872264,0.03577430198438705,980.3205266777749,1571.7209707174452,1071.9499567296857,303.00253606705746,554.7793355568015,857.7818716238589
Prairie View,2015,20.810594672238068,4287.288900511281,0.0821735497795042,849.176963586734,1753.3895189536333,1431.0804886328747,406.7806886666564,755.4540742549352,1162.2347629215917
Prairie View,2016,21.288103771908048,4401.284922731966,0.033368143743608324,627.5569035661014,1709.0150840844499,1387.7846897368966,302.3583396512931,875.9350301968725,1178.2933698481654
Prairie View,2017,21.813001997786657,4604.898815780867,0.08170726993003943,566.8061999341281,1836.8974291262587,1342.4409659590813,530.5131912668955,521.1281145202283,1051.6413057871239
Prairie View,2018,20.677822432448483,4246.488335335206,0.08444148232809535,902.8848792800505,1758.6355671237538,1425.532216937403,594.7500588163869,423.34555809742164,1018.0956169138086
Prairie View,2019,20.79022288001832,4240.9732873804705,0.07097915694497949,870.6317473673197,1767.4085985740073,1123.0713957768498,329.8406479545426,567.4635293401986,897.3041772947413
Prairie View,2020,20.601830738434376,2164.264465098927,0.00949966610283884,385.1977842251804,818.4871552661457,632.3123065682489,0.0,462.70016225220746,462.70016225220746
